timestamp,roll,pitch,yaw
91.349705,166.655518,-3.895156,78.963216
91.359706,166.862372,-4.449054,79.098994
91.369707,166.957402,-4.967024,79.450116
91.379709,166.538529,-5.374220,80.130367
91.389709,166.476913,-5.601267,80.633642
91.399711,166.219119,-5.880168,81.200224
91.409712,165.868340,-6.011606,81.841535
91.419713,166.086328,-5.929775,82.295587
91.429714,166.172642,-5.317830,82.976212
91.439715,166.359734,-4.866782,83.474642
91.449717,166.480850,-4.342842,83.946921
91.459717,166.619410,-4.230819,84.269581
91.469718,166.557898,-4.558120,84.540652
91.479719,166.815523,-4.745706,84.847717
91.489719,166.953266,-5.378589,85.143279
91.499719,167.305699,-5.749482,85.492160
91.509719,167.558579,-5.851031,85.994293
91.519721,167.351247,-5.719359,86.719022
91.529721,167.243156,-5.505461,87.325724
91.539721,167.106138,-5.166800,87.897227
91.549723,167.009990,-4.973618,88.346671
91.559725,167.181974,-4.728962,88.761732
91.569725,167.413308,-5.120697,88.988165
91.579725,167.737109,-5.593298,89.275416
91.589726,168.225887,-6.036881,89.572908
91.599728,168.698435,-6.285744,89.969411
91.609728,168.944605,-6.328642,90.509441
91.619730,169.422752,-6.266871,90.915100
91.629730,169.690866,-5.891632,91.427767
91.639730,169.654462,-5.552145,91.936111
91.649730,169.605421,-5.113437,92.398658
91.659731,169.695542,-4.664932,92.820717
91.669731,169.694062,-4.376174,93.186014
91.679733,169.496350,-4.286098,93.505261
91.689734,169.498753,-4.437593,93.710869
91.699734,169.705070,-4.534272,93.915324
91.709734,169.434076,-4.834268,94.244938
91.719736,169.573400,-5.080017,94.419619
91.729738,169.575797,-5.447738,94.671523
91.739738,169.352426,-5.717080,95.079730
91.749739,168.987483,-6.209911,95.434526
91.759739,168.261554,-6.563345,96.006760
91.769740,167.791275,-6.481562,96.569112
91.779742,167.598475,-6.307699,97.000454
91.789744,167.347467,-5.451565,97.693763
91.799745,167.077446,-4.381117,98.271250
91.809745,166.737698,-3.423220,98.618730
91.819745,166.897690,-2.806545,98.893930
91.829747,167.204123,-2.806045,99.013990
91.839747,167.423325,-3.371295,99.125699
91.849748,167.510897,-4.386134,99.299241
91.859748,167.619925,-5.179834,99.580588
91.869750,167.629410,-5.376720,100.060231
91.879752,167.691489,-5.092020,100.544484
91.889753,167.734193,-4.628274,101.002975
91.899754,168.007989,-4.192823,101.360305
91.909754,168.160017,-3.695240,101.682981
91.919754,168.093633,-3.417491,101.903076
91.929755,168.199336,-3.311959,102.077755
91.939757,167.995052,-3.877002,102.125772
91.949757,167.938816,-4.495136,102.200607
91.959757,167.940940,-4.986011,102.342598
91.969757,168.233504,-5.550273,102.348343
91.979757,168.392904,-5.756280,102.589937
91.989758,168.562628,-5.755174,102.830980
91.999758,168.658868,-5.595370,103.098930
92.009760,168.565602,-5.661129,103.315700
92.019760,168.343184,-5.621632,103.597667
92.029761,168.192688,-5.899981,103.720584
92.039761,167.733193,-5.738249,104.117282
92.050585,167.258443,-5.874367,104.307239
92.060586,167.061629,-6.045913,104.430869
92.070588,166.993199,-6.356060,104.498963
92.080588,167.249606,-6.691929,104.524146
92.090588,167.557590,-6.894379,104.653339
92.100588,167.796433,-7.001585,104.870197
92.110588,168.060286,-6.934065,105.118418
92.120590,168.136964,-6.830668,105.432147
92.130590,168.193289,-6.544677,105.766881
92.140590,167.935141,-5.959424,106.156149
92.150591,167.972955,-5.178821,106.511922
92.160593,167.630058,-4.617533,106.694350
92.170594,167.582537,-4.499079,106.764633
92.180596,167.338250,-4.458889,106.858446
92.190596,167.265490,-4.645043,106.883524
92.200597,167.248447,-5.076728,106.867322
92.210598,167.576878,-5.573146,106.791799
92.220598,167.695594,-5.765642,106.935337
92.230599,168.045806,-6.050777,106.984169
92.240600,168.057001,-5.848434,107.263217
92.250602,168.119526,-5.845954,107.431202
92.260603,168.195536,-5.976142,107.567116
92.270605,168.219465,-5.933678,107.763410
92.280607,168.085850,-6.147175,107.933998
92.290609,167.772291,-6.218049,108.182452
92.300611,167.607715,-6.087377,108.426888
92.310612,167.621033,-6.015427,108.571367
92.320614,167.369745,-6.031240,108.754049
92.330615,167.412249,-6.188859,108.842097
92.340616,167.713070,-6.044377,109.012956
92.350618,167.814755,-5.926279,109.218896
92.360619,168.167569,-5.922071,109.334943
92.370620,168.398572,-5.526376,109.545332
92.380620,168.576667,-5.267248,109.725161
92.390620,168.822571,-4.827722,109.906796
92.400620,168.979205,-4.527267,110.065428
92.410620,168.725351,-4.055407,110.240533
92.420620,168.559567,-3.678650,110.378492
92.430620,168.268202,-3.636877,110.412793
92.440621,168.042659,-3.676091,110.438762
92.450622,167.904659,-4.117459,110.345978
92.460622,167.835442,-4.326818,110.380091
92.470623,167.951666,-4.661156,110.347179
92.480624,168.243998,-4.827853,110.361785
92.490626,168.549843,-4.850291,110.431217
92.500626,168.171119,-4.720900,110.702509
92.510627,167.894643,-4.533021,110.893480
92.520628,167.543623,-4.561155,110.997185
92.530630,166.937761,-4.646153,111.164480
92.540630,166.377723,-4.875263,111.262229
92.550632,166.453464,-5.207320,111.180412
92.560633,166.304710,-5.535335,111.279042
92.570634,166.435312,-5.643885,111.356082
92.580634,166.735126,-5.681619,111.425965
92.590635,166.908670,-6.095885,111.510660
92.600635,167.228089,-6.466924,111.580261
92.610637,167.150177,-6.727318,111.838331
92.620639,167.282362,-6.837420,112.015511
92.630640,167.386430,-6.705879,112.251891
92.640641,167.362571,-6.224732,112.557892
92.650643,167.583916,-5.659303,112.805729
92.660644,167.602407,-4.978285,113.039529
92.670644,167.655866,-4.482295,113.212450
92.680646,167.739494,-3.989483,113.370498
92.690646,167.645508,-3.803082,113.439876
92.700648,167.507346,-3.803266,113.464951
92.710649,167.451517,-3.854832,113.488059
92.720649,167.819675,-4.135473,113.412484
92.730649,168.037871,-4.569837,113.416779
92.740650,168.316520,-4.811424,113.441897
92.750651,168.478085,-5.232887,113.493458
92.760651,168.313038,-5.703732,113.670354
92.770652,168.084519,-5.697236,113.924081
92.780654,167.726405,-5.868400,114.094234
92.790654,167.418448,-6.144209,114.190868
92.800656,166.904046,-6.130381,114.447238
92.810656,166.852476,-6.124673,114.540012
92.820656,166.624673,-6.051411,114.718807
92.830657,166.559877,-6.157765,114.797835
92.840659,166.932768,-6.128401,114.855765
92.850660,167.249465,-6.366143,114.907999
92.860660,167.795548,-6.408287,114.951222
92.870660,168.128418,-6.015837,115.061357
92.880660,168.056186,-5.615281,115.208546
92.890662,168.067283,-5.212021,115.346492
92.900664,168.066261,-4.897106,115.470666
92.910665,167.846231,-4.215555,115.637854
92.920665,167.590509,-3.749290,115.723015
92.930667,167.410456,-3.437498,115.765595
92.940668,167.110491,-3.035447,115.797561
92.950668,167.155803,-3.162494,115.677412
92.960670,167.506858,-3.508556,115.528542
92.970670,167.609748,-4.397323,115.393445
92.980671,167.673382,-5.323457,115.309700
92.990673,167.593979,-5.812300,115.385419
93.000675,167.566643,-6.070746,115.440332
93.010675,167.341144,-6.391628,115.566794
93.020676,166.864048,-6.362507,115.862141
93.030678,166.455151,-6.344612,116.038139
93.040680,166.360224,-6.384565,116.089267
93.050682,165.915785,-6.388045,116.245664
93.060684,165.709817,-6.460271,116.309486
93.070685,165.613238,-6.280976,116.444188
93.080685,165.918349,-6.334591,116.464065
93.090685,166.118000,-6.510030,116.543060
93.100687,166.679186,-6.563611,116.574793
93.110688,167.363780,-6.515892,116.625449
93.120690,167.222264,-6.188158,116.822364
93.130692,167.856935,-6.149294,116.896337
93.140693,168.091753,-5.640858,117.014285
93.150693,168.154612,-5.335909,117.152774
93.160693,168.339251,-4.977941,117.291624
93.170695,168.233001,-4.553359,117.417857
93.180697,167.935841,-4.083986,117.511155
93.190698,167.725075,-3.838852,117.543509
93.200700,167.401726,-4.109207,117.442531
93.210701,167.293781,-4.376363,117.375506
93.220702,167.275981,-4.933556,117.237304
93.230702,167.501351,-5.462858,117.081512
93.240702,167.919721,-5.750618,116.966721
93.250702,168.039704,-6.020189,117.009574
93.260703,168.122662,-6.214904,117.063435
93.270703,168.062547,-6.137604,117.189732
93.280705,167.734244,-6.345390,117.302395
93.290705,167.459990,-6.300546,117.457509
93.300706,167.147413,-5.946408,117.675435
93.310707,166.683330,-5.855867,117.759235
93.320709,166.567303,-5.817960,117.790453
93.330710,166.694192,-5.793619,117.802910
93.340710,167.143245,-5.787925,117.799201
93.350711,167.561368,-6.187542,117.800143
93.360713,167.860615,-6.514758,117.855825
93.370713,168.171513,-6.544567,117.899309
93.380715,168.276609,-6.374746,118.002536
93.390716,168.283524,-5.971470,118.122806
93.400716,168.181900,-5.351221,118.273461
93.410717,167.988087,-4.864973,118.360228
93.420718,167.658702,-4.245404,118.443766
93.430718,167.296061,-3.829020,118.458066
93.440719,167.131759,-3.519761,118.470261
93.450721,166.669738,-3.696635,118.312180
93.460723,166.413911,-3.900857,118.201631
93.470724,166.444015,-4.395724,117.982941
93.480724,166.664315,-5.240255,117.698124
93.490724,166.819601,-5.930207,117.573209
93.500725,167.025774,-6.532585,117.483773
93.510726,167.034482,-7.171121,117.520842
93.520726,166.886311,-7.378676,117.691899
93.530728,166.920210,-7.605219,117.718525
93.540730,166.909575,-7.366364,117.850132
93.550731,166.736701,-7.375504,117.947955
93.560731,166.513239,-7.110989,118.097014
93.570731,166.468886,-6.503306,118.255310
93.580731,166.313327,-6.261821,118.282733
93.590732,166.497538,-6.409011,118.253189
93.600734,166.944939,-6.646651,118.222597
93.610736,167.347182,-6.752643,118.227295
93.620738,167.833321,-6.418532,118.226847
93.630738,168.216700,-5.999485,118.259700
93.640738,168.527416,-5.331057,118.298529
93.650738,168.653262,-4.714561,118.323740
93.660738,168.279940,-4.141503,118.291465
93.670738,168.094704,-3.458348,118.355870
93.680739,167.835636,-2.942940,118.338078
93.690739,167.606729,-2.992313,118.189943
93.700739,167.542509,-2.959548,118.114086
93.710740,167.442388,-2.838044,118.066956
93.720741,167.186346,-2.996316,117.945835
93.730742,167.153639,-3.392399,117.740279
93.740744,167.335951,-4.113011,117.451120
93.750744,167.485765,-4.700790,117.251970
93.760746,167.749659,-5.429482,117.006837
93.770747,167.529076,-5.963053,117.007543
93.780749,167.606424,-5.915279,116.839126
93.790751,167.834612,-5.959395,116.615761
93.800753,168.827047,-5.643718,116.193278
93.810754,168.324039,-5.234005,116.082722
93.820756,166.630583,-4.398366,116.043157
93.830756,166.475959,-3.673855,116.295473
93.840757,164.974664,-2.624236,116.232803
93.850758,163.847781,-2.233284,116.342008
93.860760,162.378518,-3.456406,116.154077
93.870761,163.747486,-6.261632,115.128239
93.880761,163.250527,-8.741956,115.805276
93.890761,162.044893,-10.009520,116.310563
93.900761,161.586808,-10.274360,115.628540
93.910763,159.042674,-9.705272,116.387411
93.920765,156.149285,-9.074797,117.157403
93.930765,153.329124,-7.950571,118.138907
93.940766,150.771108,-7.616823,118.566582
93.950766,148.131266,-8.316497,118.426449
93.960766,146.668167,-9.104361,118.281032
93.970767,142.673792,-10.041643,119.104438
93.980768,139.227772,-10.545340,119.826145
93.990768,138.070024,-10.675679,119.680707
94.000768,136.057126,-10.699283,120.027990
94.010768,134.492969,-10.498824,120.250096
94.020769,133.403235,-9.984809,120.397639
94.030770,133.478984,-10.386503,119.982578
94.040771,133.663637,-9.922965,119.664348
94.051585,132.766094,-8.936894,119.552383
94.061585,131.077001,-7.320442,119.468838
94.071585,129.850756,-5.424067,119.599354
94.081585,129.013804,-3.494519,119.876412
94.091587,130.111525,-2.240381,121.012901
94.101589,131.329009,-2.156557,121.916047
94.111590,133.053009,-2.844517,122.804789
94.121591,134.208526,-3.419134,123.070433
94.131591,134.510561,-4.033173,123.289674
94.141593,132.827435,-3.838091,123.430817
94.151595,130.838006,-3.781162,123.557613
94.161597,128.737347,-3.529356,123.728315
94.171597,127.429339,-3.949257,123.556182
94.181599,126.131373,-4.564375,123.372572
94.191601,124.781334,-5.240736,123.220283
94.201602,122.696278,-6.207580,123.189531
94.211603,120.336548,-6.848527,123.482451
94.221604,120.084689,-7.741136,122.585821
94.231605,119.882602,-8.850686,121.881299
94.241606,119.954428,-9.678184,121.267013
94.251608,119.971342,-9.919517,120.858468
94.261609,119.198978,-9.819846,120.942105
94.271610,118.395042,-9.327286,121.085195
94.281611,116.772550,-8.932473,121.326990
94.291613,115.219976,-9.068821,121.342410
94.301615,114.903248,-9.921240,120.828438
94.311616,115.210621,-10.706373,120.213750
94.321616,115.079947,-10.745035,119.978769
94.331617,114.571709,-10.615894,119.916920
94.341617,114.028461,-9.875075,119.923947
94.351618,112.887941,-8.275516,120.163762
94.361620,112.077175,-6.885337,120.351009
94.371622,111.446648,-5.804217,120.424188
94.381623,110.326602,-4.878303,120.262926
94.391624,108.919271,-4.349684,119.931591
94.401624,108.098051,-4.511226,119.492708
94.411625,107.473784,-4.431871,119.333664
94.421625,107.021519,-5.139386,118.877272
94.431626,107.482430,-5.535984,118.404940
94.441627,107.276343,-5.670798,118.274772
94.451627,107.093748,-5.496289,118.149664
94.461627,107.008005,-5.556674,117.938058
94.471629,106.895534,-5.379851,117.767502
94.481630,106.761156,-5.514703,117.566612
94.491630,105.963850,-5.464754,117.548037
94.501630,105.518097,-5.188817,117.551491
94.511630,105.810628,-4.811789,117.516035
94.521630,105.874888,-4.819875,117.400314
94.531632,107.082829,-5.779514,117.055667
94.541634,107.521363,-6.604524,116.964756
94.551634,107.307020,-7.312000,117.098887
94.561635,107.670356,-7.890508,116.882536
94.571636,107.831611,-7.908957,116.845730
94.581637,107.479417,-7.454753,117.013295
94.591637,106.771887,-6.663439,117.234956
94.601639,106.927474,-6.201009,117.318434
94.611639,107.692232,-6.022184,117.311519
94.621640,109.120893,-5.788556,117.279424
94.631641,109.757977,-5.948509,117.247238
94.641641,109.975716,-6.019789,117.212975
94.651641,109.404418,-6.319267,117.291284
94.661642,108.924093,-6.889953,117.299089
94.671643,108.570762,-7.352314,117.340663
94.681643,107.801812,-7.969528,117.468228
94.691644,106.759804,-7.772586,118.056101
94.701646,105.865272,-7.475864,118.404456
94.711648,106.131966,-6.815093,118.670747
94.721649,106.620870,-6.226965,118.740913
94.731651,108.653807,-7.414550,118.354978
94.741651,111.730340,-8.748317,117.645112
94.751652,112.801959,-8.438132,117.227151
94.761654,113.271820,-7.468772,116.893229
94.771655,112.114336,-5.728445,116.703247
94.781656,111.929811,-4.843275,116.770642
94.791657,112.747076,-4.641937,116.966746
94.801657,113.908529,-5.391880,117.001019
94.811657,114.896415,-6.406372,116.984777
94.821657,115.127864,-7.221010,117.137734
94.831659,115.351332,-7.092784,117.159596
94.841661,115.045880,-7.017081,117.285648
94.851663,114.959476,-6.320514,117.450141
94.861664,115.372994,-5.385968,117.587871
94.871664,115.873335,-4.801193,117.609092
94.881665,116.033877,-4.071027,117.556706
94.891667,116.472159,-4.003660,117.487993
94.901669,116.732512,-3.990827,117.380394
94.911669,116.876784,-4.263855,117.238000
94.921670,116.596196,-4.391736,117.150753
94.931670,115.981993,-3.997708,117.214248
94.941670,115.444508,-3.610558,117.234261
94.951672,115.274315,-3.317838,117.231098
94.961674,116.009340,-3.242253,117.186702
94.971676,116.504159,-3.196100,117.107898
94.981677,116.722302,-3.223930,116.997349
94.991677,116.544148,-3.669857,116.818337
95.001678,115.350301,-3.507445,117.001565
95.011680,114.524314,-3.085491,117.214131
95.021682,113.822256,-3.309518,116.861833
95.031682,114.450782,-4.118625,116.243121
95.041684,116.256440,-5.129788,115.549658
95.051685,118.961668,-7.015588,114.655531
95.061686,121.558763,-8.271148,113.946739
95.071688,123.588069,-8.699511,113.428337
95.081690,124.936415,-8.276703,113.009398
95.091692,125.467965,-7.237789,112.682150
95.101693,127.606385,-8.277123,112.117105
95.111695,130.068430,-9.332702,111.482428
95.121697,133.152144,-10.007960,110.516478
95.131698,135.901026,-10.028334,109.599370
95.141698,137.875710,-9.671576,108.944831
95.151699,139.322824,-8.646020,108.297514
95.161700,139.902477,-7.459538,107.814270
95.171701,139.633529,-6.366189,107.381123
95.181703,140.661277,-6.539430,107.050558
95.191703,142.268817,-8.001309,106.454227
95.201705,143.378519,-10.244735,106.117170
95.211706,144.479673,-11.728951,105.943873
95.221708,145.242660,-12.827707,106.071225
95.231708,145.349237,-12.643334,106.850177
95.241709,146.106784,-12.148361,107.113662
95.251710,147.230979,-12.114265,106.982564
95.261710,148.264506,-12.181354,106.833960
95.271710,149.334440,-12.515142,106.624879
95.281711,150.349781,-12.384210,106.541857
95.291711,151.073291,-11.952012,106.574499
95.301711,152.485816,-11.897024,106.340999
95.311713,154.364726,-11.831989,106.043633
95.321715,156.684174,-11.918471,105.687956
95.331715,159.020239,-11.416753,105.322485
95.341716,161.505583,-10.576548,104.950294
95.351717,164.472068,-9.134212,104.492237
95.361718,167.128518,-7.179940,103.977403
95.371718,169.542823,-5.979679,103.828919
95.381720,171.443715,-4.515301,103.549686
95.391721,173.189894,-3.917371,103.589957
95.401722,174.180951,-3.434220,103.493049
95.411723,174.677462,-3.710136,103.527810
95.421724,174.601022,-4.360412,103.692143
95.431724,174.299554,-4.858072,104.189791
95.441725,173.761458,-4.808009,105.037713
95.451725,173.651237,-4.229455,105.935338
95.461725,174.977227,-3.233698,106.493350
95.471725,175.879899,-2.718230,106.598822
95.481726,175.942946,-1.961082,106.636072
95.491727,176.508386,-2.892085,106.062306
95.501729,177.275551,-4.099423,105.760583
95.511729,177.773886,-4.584532,106.067669
95.521730,178.493587,-5.026119,106.288181
95.531731,179.597806,-5.202478,106.478646
95.541731,-179.041374,-5.431592,106.625451
95.551733,-178.285340,-5.191846,106.579440
95.561733,-176.853397,-3.284840,107.092199
95.571733,-175.195728,-2.006298,107.045214
95.581735,-173.567859,-1.116649,107.070215
95.591735,-172.378800,-0.601809,106.880948
95.601735,-171.291157,-0.366384,105.304854
95.611735,-170.480317,-0.565634,104.800012
95.621736,-170.265274,-1.116052,102.980307
95.631738,-169.247863,-2.217259,101.495592
95.641740,-165.658766,1.209483,98.195812
95.651740,-170.205862,-4.499954,98.915736
95.661742,-167.500784,-1.671389,97.209822
95.671744,-166.534771,0.448040,96.808732
95.681746,-165.104285,3.083909,95.945692
95.691746,-164.144612,4.636366,95.697163
95.701746,-163.096115,4.536511,96.731129
95.711748,-161.521782,3.397246,97.931588
95.721749,-160.119349,1.401041,99.245981
95.731749,-159.233468,0.225593,99.798623
95.741751,-161.301074,-3.665636,102.844072
95.751751,-159.084790,-0.097749,101.741473
95.761752,-155.116096,5.837540,101.164411
95.771752,-151.303010,10.376387,102.277843
95.781753,-149.383718,13.550232,101.811647
95.791754,-147.708914,14.490116,103.274220
95.801754,-146.320982,11.642501,106.587886
95.811755,-146.003762,6.340192,109.740657
95.821755,-146.778388,2.308422,111.786847
95.831755,-146.811644,1.014416,112.208343
95.841757,-146.309327,1.395441,112.220904
95.851758,-145.334569,2.371441,112.194823
95.861758,-143.600507,4.037093,112.260894
95.871759,-141.751340,4.481233,112.928125
95.881761,-140.326205,4.678162,113.401042
95.891761,-138.870105,6.830372,112.934301
95.901762,-137.798824,9.399995,112.459829
95.911762,-137.700777,11.857066,111.578667
95.921764,-137.401080,12.729005,111.656855
95.931764,-136.736546,12.126902,112.235609
95.941766,-136.608274,10.959999,112.511140
95.951768,-136.329065,10.234136,112.723206
95.961770,-136.251568,9.838809,112.887863
95.971772,-136.083071,10.112599,113.047657
95.981773,-135.807310,9.630646,113.213597
95.991775,-134.942197,9.528592,113.447163
96.001777,-135.030366,10.360671,113.443343
96.011778,-135.258001,11.611981,113.416781
96.021778,-134.996779,11.898828,113.623127
96.031779,-135.079717,10.030435,113.592511
96.041780,-135.630820,7.460160,113.595048
96.052585,-136.442485,5.799037,113.915535
96.062585,-137.500644,5.592766,114.640175
96.072586,-138.133406,5.761813,115.077684
96.082588,-139.007107,6.525221,115.547185
96.092588,-139.203491,7.036350,115.850952
96.102588,-137.540368,6.079152,116.217216
96.112590,-137.496468,6.114201,116.343806
96.122591,-137.169774,4.969403,116.546544
96.132592,-141.270334,0.702667,117.467809
96.142594,-140.158907,5.341808,120.734371
96.152594,-140.925244,7.259664,120.795430
96.162594,-138.828845,8.449749,122.803130
96.172595,-137.065237,8.679425,123.998035
96.182597,-135.101573,8.118240,125.211167
96.192598,-134.684785,6.673294,126.085656
96.202600,-134.574609,5.949246,126.375643
96.212600,-136.075991,6.262633,126.549966
96.222601,-137.995744,8.743489,127.040163
96.232601,-139.028966,10.759559,127.439911
96.242602,-140.372942,12.682904,127.208325
96.252602,-140.802025,13.457312,127.184302
96.262602,-139.939897,12.673836,127.523073
96.272603,-139.732123,10.875638,127.440362
96.282605,-139.215213,8.885384,127.403136
96.292606,-139.218429,6.791750,127.597829
96.302607,-140.552840,5.478004,128.432282
96.312609,-141.717389,5.007618,129.020808
96.322609,-142.868135,5.109159,129.553162
96.332609,-144.056116,5.377700,129.884451
96.342610,-144.624890,6.123434,130.340467
96.352610,-144.772108,6.065606,130.364106
96.362611,-144.326433,5.441722,130.369161
96.372613,-143.415175,4.113470,130.371827
96.382613,-143.059605,3.452880,130.477876
96.392615,-142.668417,3.807897,130.481180
96.402617,-141.959400,4.937203,130.488912
96.412618,-141.817648,5.305295,130.495497
96.422619,-142.150251,6.185850,130.340878
96.432619,-141.974677,6.273889,130.446021
96.442620,-141.668167,5.685176,130.545746
96.452622,-141.159073,5.244829,130.663426
96.462622,-140.643915,5.090113,130.753191
96.472622,-139.804379,4.899019,130.861577
96.482624,-138.885389,4.712165,130.976758
96.492625,-138.533065,4.074669,131.171884
96.502625,-138.584970,3.683782,131.277629
96.512626,-139.086488,4.233577,131.323599
96.522628,-139.596849,5.144859,131.379199
96.532630,-139.381801,5.521740,131.550617
96.542630,-139.186609,5.138598,131.534264
96.552631,-138.648214,4.714599,131.617871
96.562631,-138.867343,4.327221,131.626207
96.572632,-139.205673,4.133410,131.636123
96.582632,-138.857822,3.760078,131.629963
96.592634,-138.637687,3.196124,131.589283
96.602634,-138.144075,2.671944,131.586495
96.612636,-137.792027,2.924724,131.530519
96.622637,-137.561615,4.083138,131.443768
96.632637,-137.478552,5.057936,131.356135
96.642639,-137.728988,5.949490,131.135506
96.652639,-137.819286,6.273382,131.062146
96.662639,-138.279981,6.538185,130.808373
96.672639,-138.439790,6.408160,130.658123
96.682641,-137.904483,5.375486,130.562075
96.692642,-136.713792,3.828837,130.459689
96.702644,-135.826527,2.025629,130.591208
96.712645,-136.095960,0.953603,131.097408
96.722646,-136.762375,1.395056,131.483032
96.732646,-137.612227,2.628607,131.811582
96.742646,-138.134187,2.962165,131.771200
96.752646,-138.176630,2.647716,131.678122
96.762646,-137.354082,1.715033,131.574096
