timestamp_us,ax,ay,az,gx,gy,gz,mx,my,mz,pressure_pa,temperature_c,baro_altitude_m,lat,lon,speed_kmh,altitude_m,gps_h,gps_m,gps_s,gps_cs,satellites,hdop,heading_deg
185570894,5.815108,-7.029383,5.611531,-0.084868,0.040769,-0.007861,-0.438667,1.067000,-0.062667,99121.688,9.630,185.077,37.4628730,126.9586440,0.04,139.900,16,11,45,4,12,0.95,63.12
185575500,5.719307,-7.036568,5.683382,-0.083669,0.040502,-0.008127,-0.440000,1.064333,-0.066667,99121.688,9.630,185.077,37.4628730,126.9586440,0.04,139.900,16,11,45,4,12,0.95,63.12
185614699,5.791157,-7.034173,5.594766,-0.083136,0.040103,-0.005063,-0.438667,1.067000,-0.062667,99123.781,9.640,184.900,37.4628730,126.9586440,0.07,139.900,16,11,45,8,12,0.95,63.12
185619301,5.788763,-7.007827,5.589976,-0.082603,0.040236,-0.010392,-0.438667,1.067000,-0.062667,99123.781,9.640,184.900,37.4628730,126.9586440,0.07,139.900,16,11,45,8,12,0.95,63.12
185650808,5.783972,-7.048543,5.580396,-0.085934,0.042634,-0.010525,-0.438667,1.066000,-0.064333,99123.781,9.640,184.900,37.4628728,126.9586440,0.09,139.900,16,11,45,12,12,0.95,63.12
185655389,5.805528,-7.077283,5.546865,-0.083936,0.040636,-0.010126,-0.439000,1.067667,-0.062667,99123.781,9.640,184.900,37.4628728,126.9586440,0.09,139.900,16,11,45,12,12,0.95,63.12
185690658,5.748047,-7.029383,5.570816,-0.081538,0.041835,-0.009193,-0.438667,1.065333,-0.062667,99122.438,9.640,185.014,37.4628728,126.9586440,0.15,139.900,16,11,45,16,12,0.95,63.12
185695261,5.733677,-7.110813,5.601951,-0.083003,0.041435,-0.006928,-0.436000,1.067000,-0.062000,99122.438,9.640,185.014,37.4628728,126.9586440,0.15,139.900,16,11,45,16,12,0.95,63.12
185730892,5.831873,-7.038963,5.566026,-0.085268,0.042368,-0.008660,-0.435333,1.069333,-0.062667,99120.922,9.640,185.142,37.4628728,126.9586440,0.04,139.900,16,11,45,20,12,0.95,63.12
185735482,5.755232,-7.015013,5.680986,-0.082204,0.041701,-0.009060,-0.440000,1.066000,-0.067333,99120.922,9.640,185.142,37.4628728,126.9586440,0.04,139.900,16,11,45,20,12,0.95,63.12
185770572,5.697752,-7.089258,5.561235,-0.083403,0.043966,-0.007461,-0.438667,1.067667,-0.062667,99120.922,9.640,185.142,37.4628728,126.9586442,0.04,139.900,16,11,45,24,12,0.95,63.12
185775163,5.774392,-7.101233,5.652246,-0.086067,0.040636,-0.007861,-0.438667,1.065333,-0.064333,99120.922,9.640,185.142,37.4628728,126.9586442,0.04,139.900,16,11,45,24,12,0.95,63.12
185810432,5.771997,-7.053333,5.637876,-0.083802,0.043966,-0.008260,-0.442333,1.069333,-0.068333,99123.859,9.640,184.893,37.4628728,126.9586442,0.04,139.900,16,11,45,28,12,0.95,63.12
185815042,5.719307,-7.053333,5.604346,-0.084735,0.042767,-0.007861,-0.439000,1.067000,-0.062000,99123.859,9.640,184.893,37.4628728,126.9586442,0.04,139.900,16,11,45,28,12,0.95,63.12
185850669,5.771997,-7.074888,5.661827,-0.085135,0.043433,-0.009326,-0.440000,1.067667,-0.062667,99123.859,9.640,184.893,37.4628728,126.9586442,0.06,139.900,16,11,45,32,12,0.95,63.12
185855257,5.728887,-7.043753,5.604346,-0.084868,0.041835,-0.009726,-0.437667,1.067667,-0.065667,99123.109,9.640,184.957,37.4628728,126.9586442,0.06,140.000,16,11,45,32,12,0.95,63.12
185889815,5.783972,-7.089258,5.635481,-0.082337,0.042234,-0.007594,-0.441667,1.066000,-0.065667,99123.109,9.640,184.957,37.4628728,126.9586440,0.22,140.000,16,11,45,36,12,0.95,63.12
185894412,5.776787,-7.031778,5.623506,-0.083270,0.038904,-0.010126,-0.441667,1.066000,-0.065667,99123.109,9.640,184.957,37.4628728,126.9586440,0.22,140.000,16,11,45,36,12,0.95,63.12
185928900,5.786367,-7.084468,5.640271,-0.083136,0.040236,-0.008793,-0.433667,1.067667,-0.062667,99126.469,9.640,184.672,37.4628728,126.9586440,0.09,140.000,16,11,45,40,12,0.95,63.12
185933482,5.762417,-7.079678,5.556446,-0.081804,0.040369,-0.007727,-0.437667,1.067667,-0.062667,99126.469,9.640,184.672,37.4628728,126.9586440,0.09,140.000,16,11,45,40,12,0.95,63.12
185969810,5.779182,-7.029383,5.657036,-0.083669,0.043700,-0.009726,-0.436000,1.064333,-0.063667,99126.469,9.640,184.672,37.4628727,126.9586440,0.19,140.000,16,11,45,44,12,0.95,63.12
185974348,5.788763,-7.091653,5.633086,-0.084602,0.040236,-0.007727,-0.438667,1.068667,-0.063667,99126.469,9.640,184.672,37.4628727,126.9586440,0.19,140.000,16,11,45,44,12,0.95,63.12
186010592,5.788763,-7.000642,5.537285,-0.085934,0.040502,-0.007727,-0.434333,1.067000,-0.062000,99124.281,9.640,184.857,37.4628727,126.9586440,0.26,140.000,16,11,45,48,12,0.95,63.12
186015170,5.736072,-7.003037,5.671406,-0.082470,0.041168,-0.007328,-0.434333,1.067000,-0.062000,99124.281,9.640,184.857,37.4628727,126.9586440,0.26,140.000,16,11,45,48,12,0.95,63.12
186050664,5.771997,-7.022198,5.601951,-0.081804,0.041968,-0.009593,-0.437000,1.069333,-0.064333,99123.430,9.640,184.930,37.4628727,126.9586440,0.04,140.000,16,11,45,52,12,0.95,63.12
186055235,5.752837,-7.053333,5.582791,-0.083403,0.042101,-0.007727,-0.437000,1.062667,-0.063667,99123.430,9.640,184.930,37.4628727,126.9586440,0.04,140.000,16,11,45,52,12,0.95,63.12
186090585,5.704937,-7.101233,5.609136,-0.085268,0.042234,-0.008127,-0.439000,1.069333,-0.067333,99123.430,9.640,184.930,37.4628727,126.9586440,0.13,140.000,16,11,45,56,12,0.95,63.12
186095154,5.764812,-7.101233,5.642666,-0.085668,0.040369,-0.008926,-0.440000,1.066000,-0.065667,99123.430,9.640,184.930,37.4628727,126.9586440,0.13,140.000,16,11,45,56,12,0.95,63.12
186130429,5.748047,-7.046148,5.647456,-0.084069,0.043700,-0.010392,-0.440000,1.069333,-0.063667,99125.875,9.640,184.722,37.4628727,126.9586440,0.15,140.000,16,11,45,60,12,0.95,63.12
186134974,5.783972,-7.041358,5.733677,-0.084202,0.044632,-0.008926,-0.437000,1.068667,-0.065667,99125.875,9.640,184.722,37.4628727,126.9586440,0.15,140.000,16,11,45,60,12,0.95,63.12
186170535,5.788763,-7.031778,5.604346,-0.082603,0.042634,-0.011058,-0.438667,1.068667,-0.064333,99125.875,9.640,184.722,37.4628725,126.9586440,0.02,140.000,16,11,45,64,12,0.95,63.12
186175066,5.803133,-7.062913,5.621111,-0.085268,0.040902,-0.008127,-0.439000,1.065333,-0.062667,99125.875,9.640,184.722,37.4628725,126.9586440,0.02,140.000,16,11,45,64,12,0.95,63.12
186210472,5.733677,-7.101233,5.649851,-0.083003,0.042501,-0.007727,-0.440667,1.065333,-0.062000,99125.781,9.640,184.730,37.4628725,126.9586440,0.11,140.000,16,11,45,68,12,0.95,63.12
186215063,5.764812,-7.048543,5.573211,-0.085801,0.039836,-0.010392,-0.436000,1.067000,-0.063667,99125.781,9.640,184.730,37.4628725,126.9586440,0.11,140.000,16,11,45,68,12,0.95,63.12
186249864,5.774392,-7.062913,5.582791,-0.083270,0.040636,-0.010392,-0.439000,1.068667,-0.062000,99123.609,9.640,184.914,37.4628725,126.9586440,0.07,140.000,16,11,45,72,12,0.95,63.12
186254438,5.776787,-7.036568,5.558841,-0.085135,0.040902,-0.007194,-0.438667,1.067000,-0.062000,99123.609,9.640,184.914,37.4628725,126.9586440,0.07,140.100,16,11,45,72,12,0.95,63.12
186289958,5.752837,-7.094048,5.606741,-0.084868,0.040636,-0.008260,-0.434333,1.064333,-0.061000,99123.609,9.640,184.914,37.4628725,126.9586438,0.13,140.100,16,11,45,76,12,0.95,63.12
186294553,5.776787,-6.995852,5.589976,-0.084735,0.042368,-0.007594,-0.437000,1.067000,-0.062667,99123.609,9.640,184.914,37.4628725,126.9586438,0.13,140.100,16,11,45,76,12,0.95,63.12
186331944,5.757627,-7.043753,5.623506,-0.081804,0.041568,-0.009859,-0.437000,1.067667,-0.064333,99124.695,9.640,184.822,37.4628725,126.9586438,0.13,140.100,16,11,45,80,12,0.95,63.12
186336476,5.733677,-7.048543,5.637876,-0.083536,0.038770,-0.007594,-0.434333,1.063667,-0.062667,99124.695,9.640,184.822,37.4628725,126.9586438,0.13,140.100,16,11,45,80,12,0.95,63.12
186370767,5.740862,-7.067703,5.604346,-0.085401,0.043567,-0.009992,-0.438667,1.068667,-0.061000,99122.094,9.640,185.043,37.4628725,126.9586438,0.11,140.100,16,11,45,84,12,0.95,63.12
186375304,5.726492,-7.065308,5.724097,-0.085135,0.040502,-0.010525,-0.438667,1.069333,-0.064333,99122.094,9.640,185.043,37.4628725,126.9586438,0.11,140.100,16,11,45,84,12,0.95,63.12
186408992,5.755232,-7.096443,5.657036,-0.083003,0.043567,-0.008527,-0.437667,1.066000,-0.058333,99122.094,9.640,185.043,37.4628723,126.9586438,0.07,140.100,16,11,45,88,12,0.95,63.12
186413485,5.743257,-7.026988,5.599556,-0.085268,0.038504,-0.009060,-0.436000,1.065333,-0.062000,99122.094,9.640,185.043,37.4628723,126.9586438,0.07,140.100,16,11,45,88,12,0.95,63.12
186449030,5.752837,-7.022198,5.623506,-0.083536,0.039836,-0.008926,-0.441667,1.067667,-0.065667,99127.203,9.640,184.610,37.4628723,126.9586438,0.19,140.100,16,11,45,92,12,0.95,63.12
186453584,5.740862,-7.043753,5.573211,-0.083403,0.042767,-0.006928,-0.434333,1.067000,-0.063667,99127.203,9.640,184.610,37.4628723,126.9586438,0.19,140.100,16,11,45,92,12,0.95,63.12
186497962,5.798343,-7.094048,5.573211,-0.085268,0.045698,-0.005462,-0.438667,1.072000,-0.063667,99127.383,9.640,184.595,37.4628723,126.9586438,0.11,140.100,16,11,45,96,12,0.95,63.12
186502556,5.750442,-7.046148,5.673801,-0.084868,0.041435,-0.009193,-0.440000,1.067000,-0.061000,99127.383,9.640,184.595,37.4628723,126.9586438,0.11,140.100,16,11,45,96,12,0.95,63.12
186530667,5.719307,-7.022198,5.589976,-0.084202,0.039037,-0.007328,-0.437667,1.064333,-0.062000,99127.383,9.640,184.595,37.4628723,126.9586438,0.15,140.100,16,11,46,0,12,0.95,63.12
186535201,5.767207,-7.050938,5.628296,-0.083270,0.043567,-0.008660,-0.438667,1.066000,-0.062667,99127.383,9.640,184.595,37.4628723,126.9586438,0.15,140.100,16,11,46,0,12,0.95,63.12
186571021,5.786367,-7.029383,5.582791,-0.082603,0.043966,-0.007861,-0.438667,1.068667,-0.069000,99130.570,9.640,184.324,37.4628723,126.9586440,0.31,140.100,16,11,46,4,12,0.95,63.12
186575550,5.736072,-7.050938,5.714517,-0.084069,0.040636,-0.008260,-0.441667,1.066000,-0.063667,99130.570,9.640,184.324,37.4628723,126.9586440,0.31,140.100,16,11,46,4,12,0.95,63.12
186615049,5.726492,-7.015013,5.568420,-0.084069,0.042634,-0.009193,-0.440667,1.067667,-0.065667,99130.570,9.640,184.324,37.4628723,126.9586440,0.33,140.100,16,11,46,8,12,0.95,63.12
186619578,5.776787,-7.106023,5.642666,-0.083802,0.040769,-0.008926,-0.439000,1.070333,-0.066667,99130.570,9.640,184.324,37.4628723,126.9586440,0.33,140.100,16,11,46,8,12,0.95,63.12
186651001,5.769602,-7.022198,5.561235,-0.083003,0.041302,-0.008660,-0.437000,1.066000,-0.063667,99125.438,9.640,184.759,37.4628723,126.9586440,0.07,140.100,16,11,46,12,12,0.95,63.12
186655536,5.798343,-7.050938,5.539680,-0.082070,0.041302,-0.006795,-0.439000,1.068667,-0.066667,99125.438,9.640,184.759,37.4628723,126.9586440,0.07,140.100,16,11,46,12,12,0.95,63.12
186690861,5.762417,-7.065308,5.573211,-0.083802,0.041302,-0.008660,-0.435333,1.069333,-0.064333,99124.695,9.640,184.822,37.4628722,126.9586438,0.24,140.100,16,11,46,16,12,0.95,63.12
186695413,5.760022,-7.017407,5.575606,-0.082737,0.042900,-0.006262,-0.439000,1.065333,-0.061000,99124.695,9.640,184.822,37.4628722,126.9586438,0.24,140.100,16,11,46,16,12,0.95,63.12
186730766,5.760022,-7.067703,5.587581,-0.082870,0.039703,-0.010259,-0.437000,1.071000,-0.069000,99124.695,9.640,184.822,37.4628722,126.9586438,0.26,140.100,16,11,46,20,12,0.95,63.12
186735323,5.743257,-7.070098,5.587581,-0.085002,0.040769,-0.009859,-0.435333,1.070333,-0.066667,99124.695,9.640,184.822,37.4628722,126.9586438,0.26,140.100,16,11,46,20,12,0.95,63.12
186770886,5.783972,-7.031778,5.566026,-0.085401,0.041168,-0.007994,-0.435333,1.069333,-0.064333,99127.297,9.640,184.602,37.4628722,126.9586438,0.17,140.100,16,11,46,24,12,0.95,63.12
186775472,5.714517,-7.067703,5.690567,-0.081937,0.039969,-0.010658,-0.435333,1.069333,-0.064333,99127.297,9.640,184.602,37.4628722,126.9586438,0.17,140.100,16,11,46,24,12,0.95,63.12
186811740,5.815108,-7.072493,5.664221,-0.083536,0.041835,-0.009326,-0.438667,1.065333,-0.063667,99127.297,9.640,184.602,37.4628722,126.9586438,0.06,140.100,16,11,46,28,12,0.95,63.12
186816323,5.774392,-7.082073,5.601951,-0.084602,0.040902,-0.008127,-0.439000,1.068667,-0.064333,99127.297,9.640,184.602,37.4628722,126.9586438,0.06,140.200,16,11,46,28,12,0.95,63.12
186850754,5.779182,-7.029383,5.628296,-0.084069,0.040369,-0.010925,-0.439000,1.064333,-0.066667,99124.617,9.640,184.829,37.4628722,126.9586438,0.02,140.200,16,11,46,32,12,0.95,63.12
186855341,5.805528,-7.031778,5.657036,-0.084735,0.042368,-0.010126,-0.439000,1.068667,-0.064333,99124.617,9.640,184.829,37.4628722,126.9586438,0.02,140.200,16,11,46,32,12,0.95,63.12
186892750,5.829478,-7.017407,5.573211,-0.084335,0.041435,-0.010126,-0.440000,1.068667,-0.069000,99125.367,9.640,184.765,37.4628722,126.9586438,0.17,140.200,16,11,46,36,12,0.95,63.12
186930032,5.803133,-7.101233,5.654641,-0.085534,0.043966,-0.008260,-0.438667,1.067667,-0.068333,99125.367,9.640,184.765,37.4628720,126.9586438,0.13,140.200,16,11,46,40,12,0.95,63.12
186934646,5.764812,-7.089258,5.623506,-0.084469,0.043567,-0.009193,-0.438667,1.069333,-0.070333,99125.367,9.640,184.765,37.4628720,126.9586438,0.13,140.200,16,11,46,40,12,0.95,63.12
186971016,5.810318,-7.086863,5.611531,-0.083136,0.042101,-0.007461,-0.437667,1.067000,-0.063667,99127.125,9.640,184.616,37.4628720,126.9586438,0.07,140.200,16,11,46,44,12,0.95,63.12
186975627,5.731282,-7.082073,5.654641,-0.086734,0.043433,-0.007861,-0.437667,1.069333,-0.062000,99127.125,9.640,184.616,37.4628720,126.9586438,0.07,140.200,16,11,46,44,12,0.95,63.12
187010795,5.750442,-7.074888,5.702542,-0.083536,0.040369,-0.009326,-0.437000,1.069333,-0.062000,99127.125,9.640,184.616,37.4628720,126.9586437,0.17,140.200,16,11,46,48,12,0.95,63.12
187015402,5.803133,-7.038963,5.613926,-0.084335,0.042234,-0.008260,-0.437000,1.072000,-0.066667,99126.633,9.640,184.658,37.4628720,126.9586437,0.17,140.200,16,11,46,48,12,0.95,63.12
187051018,5.748047,-7.062913,5.601951,-0.085002,0.042234,-0.007994,-0.436000,1.069333,-0.064333,99126.633,9.640,184.658,37.4628720,126.9586437,0.07,140.200,16,11,46,52,12,0.95,63.12
187055631,5.764812,-7.019803,5.580396,-0.083003,0.041835,-0.009593,-0.439000,1.065333,-0.065667,99126.633,9.640,184.658,37.4628720,126.9586437,0.07,140.200,16,11,46,52,12,0.95,63.12
187090975,5.810318,-7.070098,5.657036,-0.085401,0.038504,-0.006129,-0.440000,1.067000,-0.066667,99123.203,9.630,184.949,37.4628720,126.9586437,0.09,140.200,16,11,46,56,12,0.95,63.12
187095576,5.728887,-7.034173,5.573211,-0.085401,0.042101,-0.008926,-0.440000,1.068667,-0.062667,99123.203,9.630,184.949,37.4628720,126.9586437,0.09,140.200,16,11,46,56,12,0.95,63.12
187130823,5.748047,-7.096443,5.585186,-0.086867,0.042767,-0.009859,-0.439000,1.068667,-0.065667,99123.203,9.630,184.949,37.4628718,126.9586435,0.15,140.200,16,11,46,60,12,0.95,63.12
187135444,5.815108,-7.072493,5.688172,-0.085534,0.042368,-0.006129,-0.440000,1.070333,-0.063667,99123.203,9.630,184.949,37.4628718,126.9586435,0.15,140.200,16,11,46,60,12,0.95,63.12
187170935,5.757627,-7.043753,5.719307,-0.083936,0.041835,-0.005729,-0.440000,1.071000,-0.066667,99127.547,9.640,184.581,37.4628718,126.9586435,0.13,140.200,16,11,46,64,12,0.95,63.12
187175541,5.781578,-7.086863,5.582791,-0.082337,0.041302,-0.007194,-0.441667,1.067667,-0.063667,99127.547,9.640,184.581,37.4628718,126.9586435,0.13,140.300,16,11,46,64,12,0.95,63.12
187210850,5.762417,-7.024592,5.635481,-0.085534,0.040502,-0.009593,-0.435333,1.068667,-0.061000,99127.305,9.640,184.601,37.4628718,126.9586435,0.07,140.300,16,11,46,68,12,0.95,63.12
187215459,5.786367,-7.065308,5.680986,-0.085268,0.043034,-0.010126,-0.439000,1.071000,-0.064333,99127.305,9.640,184.601,37.4628718,126.9586435,0.07,140.300,16,11,46,68,12,0.95,63.12
187250814,5.748047,-7.127578,5.743257,-0.082603,0.041302,-0.007861,-0.438667,1.064333,-0.058333,99127.305,9.640,184.601,37.4628718,126.9586433,0.15,140.300,16,11,46,72,12,0.95,63.12
187255399,5.783972,-7.046148,5.664221,-0.083802,0.042900,-0.010525,-0.438667,1.068667,-0.059000,99127.305,9.640,184.601,37.4628718,126.9586433,0.15,140.300,16,11,46,72,12,0.95,63.12
187291104,5.779182,-7.019803,5.635481,-0.084335,0.041835,-0.009193,-0.438667,1.068667,-0.063667,99127.047,9.640,184.623,37.4628717,126.9586433,0.17,140.300,16,11,46,76,12,0.95,63.12
187295731,5.755232,-7.053333,5.635481,-0.083802,0.040769,-0.008926,-0.439000,1.071000,-0.064333,99127.047,9.640,184.623,37.4628717,126.9586433,0.17,140.300,16,11,46,76,12,0.95,63.12
187333532,5.786367,-7.041358,5.587581,-0.084868,0.040636,-0.006928,-0.438667,1.067667,-0.065667,99127.047,9.640,184.623,37.4628717,126.9586433,0.24,140.300,16,11,46,80,12,0.95,63.12
187338113,5.769602,-7.043753,5.592371,-0.083536,0.039436,-0.007861,-0.438667,1.067667,-0.065667,99123.594,9.640,184.916,37.4628717,126.9586433,0.24,140.300,16,11,46,80,12,0.95,63.12
187369637,5.815108,-7.091653,5.582791,-0.085534,0.043433,-0.008394,-0.437000,1.070333,-0.062667,99123.594,9.640,184.916,37.4628717,126.9586432,0.24,140.300,16,11,46,84,12,0.95,63.12
187374252,5.803133,-7.060518,5.764812,-0.083536,0.040369,-0.010392,-0.439000,1.071000,-0.064333,99123.594,9.640,184.916,37.4628717,126.9586432,0.24,140.300,16,11,46,84,12,0.95,63.12
187409974,5.752837,-7.058123,5.726492,-0.084335,0.040103,-0.008260,-0.433667,1.067000,-0.061000,99124.531,9.640,184.836,37.4628715,126.9586432,0.17,140.300,16,11,46,88,12,0.95,63.12
187414546,5.724097,-7.015013,5.587581,-0.084602,0.041568,-0.007861,-0.434333,1.064333,-0.060000,99124.531,9.640,184.836,37.4628715,126.9586432,0.17,140.300,16,11,46,88,12,0.95,63.12
187451009,5.769602,-7.015013,5.589976,-0.085401,0.039703,-0.008127,-0.437000,1.072000,-0.063667,99124.531,9.640,184.836,37.4628715,126.9586432,0.06,140.300,16,11,46,92,12,0.95,63.12
187455620,5.786367,-7.053333,5.549261,-0.084069,0.044499,-0.007727,-0.437000,1.072000,-0.063667,99124.531,9.640,184.836,37.4628715,126.9586432,0.06,140.400,16,11,46,92,12,0.95,63.12
187497903,5.771997,-7.074888,5.611531,-0.084069,0.039836,-0.009060,-0.434333,1.065333,-0.066667,99129.305,9.640,184.432,37.4628715,126.9586433,0.04,140.400,16,11,46,96,12,0.95,63.12
187502485,5.736072,-7.015013,5.664221,-0.084202,0.043433,-0.010126,-0.434333,1.067000,-0.066667,99129.305,9.640,184.432,37.4628715,126.9586433,0.04,140.300,16,11,46,96,12,0.95,63.12
187531892,5.779182,-7.036568,5.683382,-0.084335,0.039570,-0.010259,-0.440000,1.067667,-0.063667,99127.047,9.640,184.623,37.4628715,126.9586433,0.02,140.300,16,11,47,0,12,0.95,63.12
187536487,5.798343,-7.043753,5.664221,-0.085401,0.042234,-0.009593,-0.437000,1.071000,-0.058333,99127.047,9.640,184.623,37.4628715,126.9586433,0.02,140.300,16,11,47,0,12,0.95,63.12
187571090,5.817502,-7.077283,5.592371,-0.082070,0.039969,-0.009992,-0.436000,1.067667,-0.061000,99127.047,9.640,184.623,37.4628715,126.9586433,0.06,140.300,16,11,47,4,12,0.95,63.12
187575705,5.740862,-7.077283,5.673801,-0.085268,0.040236,-0.005862,-0.440000,1.069333,-0.062000,99127.047,9.640,184.623,37.4628715,126.9586433,0.06,140.400,16,11,47,4,12,0.95,63.12
187615472,5.848638,-7.096443,5.649851,-0.082337,0.046498,-0.008793,-0.435333,1.068667,-0.064333,99129.656,9.640,184.402,37.4628715,126.9586432,0.06,140.400,16,11,47,8,12,0.95,63.12
187620086,5.848638,-7.038963,5.642666,-0.085135,0.040636,-0.009459,-0.435333,1.068667,-0.064333,99129.656,9.640,184.402,37.4628715,126.9586432,0.06,140.400,16,11,47,8,12,0.95,63.12
187650994,5.697752,-7.060518,5.618716,-0.084868,0.042501,-0.008527,-0.437000,1.067667,-0.065667,99129.656,9.640,184.402,37.4628715,126.9586432,0.07,140.400,16,11,47,12,12,0.95,63.12
187655620,5.764812,-7.058123,5.702542,-0.081271,0.041568,-0.007461,-0.437000,1.067667,-0.065667,99129.656,9.640,184.402,37.4628715,126.9586432,0.07,140.400,16,11,47,12,12,0.95,63.12
187690907,5.743257,-6.991062,5.544470,-0.082337,0.042767,-0.008660,-0.440000,1.067000,-0.065667,99128.055,9.640,184.538,37.4628713,126.9586432,0.07,140.400,16,11,47,16,12,0.95,63.12
187695502,5.781578,-7.079678,5.585186,-0.082870,0.042634,-0.007994,-0.440000,1.067000,-0.065667,99128.055,9.640,184.538,37.4628713,126.9586432,0.07,140.400,16,11,47,16,12,0.95,63.12
187730701,5.733677,-7.115603,5.664221,-0.084602,0.042900,-0.009992,-0.439000,1.067667,-0.067333,99128.219,9.640,184.524,37.4628715,126.9586433,0.02,140.400,16,11,47,20,12,0.95,63.12
187735301,5.810318,-7.038963,5.649851,-0.083003,0.039836,-0.007594,-0.439000,1.066000,-0.064333,99128.219,9.640,184.524,37.4628715,126.9586433,0.02,140.400,16,11,47,20,12,0.95,63.12
187770908,5.748047,-7.055728,5.657036,-0.083536,0.043300,-0.008793,-0.440000,1.073667,-0.060000,99128.219,9.640,184.524,37.4628715,126.9586433,0.11,140.400,16,11,47,24,12,0.95,63.12
187775528,5.779182,-7.067703,5.774392,-0.084868,0.042234,-0.009593,-0.443333,1.070333,-0.061000,99128.219,9.640,184.524,37.4628715,126.9586433,0.11,140.400,16,11,47,24,12,0.95,63.12
187810693,5.767207,-7.026988,5.575606,-0.086867,0.043300,-0.011325,-0.438667,1.068667,-0.065667,99128.562,9.640,184.495,37.4628715,126.9586433,0.06,140.400,16,11,47,28,12,0.95,63.12
187815307,5.798343,-7.055728,5.594766,-0.085801,0.040369,-0.009459,-0.438667,1.065333,-0.063667,99128.562,9.640,184.495,37.4628715,126.9586433,0.06,140.400,16,11,47,28,12,0.95,63.12
187850027,5.748047,-7.101233,5.647456,-0.085801,0.039436,-0.008260,-0.436000,1.066000,-0.062667,99128.562,9.640,184.495,37.4628713,126.9586432,0.06,140.400,16,11,47,32,12,0.95,63.12
187854546,5.738467,-7.060518,5.630691,-0.081271,0.042368,-0.009859,-0.436000,1.066000,-0.062000,99125.031,9.640,184.794,37.4628713,126.9586432,0.06,140.400,16,11,47,32,12,0.95,63.12
187888851,5.781578,-7.019803,5.637876,-0.085801,0.041435,-0.008926,-0.434333,1.068667,-0.064333,99125.031,9.640,184.794,37.4628713,126.9586432,0.11,140.400,16,11,47,36,12,0.95,63.12
187893462,5.690567,-7.110813,5.743257,-0.083536,0.042234,-0.007194,-0.437667,1.069333,-0.060000,99125.031,9.640,184.794,37.4628713,126.9586432,0.11,140.400,16,11,47,36,12,0.95,63.12
187929077,5.709727,-7.060518,5.601951,-0.085135,0.043966,-0.008394,-0.436000,1.065333,-0.062667,99124.266,9.640,184.859,37.4628712,126.9586432,0.11,140.400,16,11,47,40,12,0.95,63.12
187933700,5.757627,-7.015013,5.688172,-0.081937,0.040236,-0.009459,-0.436000,1.065333,-0.062667,99124.266,9.640,184.859,37.4628712,126.9586432,0.11,140.400,16,11,47,40,12,0.95,63.12
187970824,5.745652,-7.048543,5.599556,-0.083936,0.042368,-0.011458,-0.435333,1.068667,-0.062667,99124.266,9.640,184.859,37.4628712,126.9586430,0.06,140.400,16,11,47,44,12,0.95,63.12
187975447,5.788763,-7.055728,5.621111,-0.085401,0.041035,-0.009326,-0.437667,1.069333,-0.066667,99124.266,9.640,184.859,37.4628712,126.9586430,0.06,140.500,16,11,47,44,12,0.95,63.12
188011042,5.815108,-7.022198,5.678592,-0.083936,0.041302,-0.009859,-0.440667,1.067667,-0.065667,99125.367,9.640,184.765,37.4628712,126.9586430,0.07,140.500,16,11,47,48,12,0.95,63.12
188015680,5.831873,-7.060518,5.578001,-0.087133,0.042234,-0.008394,-0.441667,1.072000,-0.062667,99125.367,9.640,184.765,37.4628712,126.9586430,0.07,140.500,16,11,47,48,12,0.95,63.12
188050711,5.807923,-7.110813,5.664221,-0.084069,0.044899,-0.012124,-0.438667,1.063667,-0.064333,99127.961,9.640,184.546,37.4628712,126.9586428,0.22,140.500,16,11,47,52,12,0.95,63.12
188055345,5.776787,-7.034173,5.542076,-0.082204,0.043300,-0.008926,-0.438667,1.066000,-0.063667,99127.961,9.640,184.546,37.4628712,126.9586428,0.22,140.500,16,11,47,52,12,0.95,63.12
188090634,5.771997,-7.012618,5.697752,-0.085401,0.042234,-0.006795,-0.443333,1.068667,-0.067333,99127.961,9.640,184.546,37.4628712,126.9586428,0.22,140.500,16,11,47,56,12,0.95,63.12
188095225,5.788763,-7.022198,5.704937,-0.081538,0.041568,-0.009593,-0.436000,1.067667,-0.065667,99127.961,9.640,184.546,37.4628712,126.9586428,0.22,140.500,16,11,47,56,12,0.95,63.12
188130971,5.712122,-7.024592,5.623506,-0.085268,0.040902,-0.007194,-0.440000,1.067000,-0.068333,99126.117,9.640,184.702,37.4628712,126.9586428,0.07,140.500,16,11,47,60,12,0.95,63.12
188135527,5.728887,-7.094048,5.592371,-0.085268,0.043567,-0.008793,-0.440667,1.067667,-0.065667,99126.117,9.640,184.702,37.4628712,126.9586428,0.07,140.500,16,11,47,60,12,0.95,63.12
188170884,5.812713,-7.079678,5.654641,-0.085401,0.041035,-0.009459,-0.437000,1.067000,-0.066667,99126.117,9.640,184.702,37.4628710,126.9586428,0.09,140.500,16,11,47,64,12,0.95,63.12
188175504,5.798343,-7.043753,5.657036,-0.082737,0.043567,-0.007328,-0.437000,1.068667,-0.067333,99125.523,9.640,184.752,37.4628710,126.9586428,0.09,140.500,16,11,47,64,12,0.95,63.12
188210565,5.700147,-7.065308,5.601951,-0.082204,0.040902,-0.009326,-0.437000,1.065333,-0.064333,99125.523,9.640,184.752,37.4628710,126.9586428,0.07,140.500,16,11,47,68,12,0.95,63.12
